show_number,air_date,round,category,contestant_one_name,contestant_two_name,contestant_three_name,contestant_one_location,contestant_two_location,contestant_three_location
5759,2009-10-01,Final Jeopardy!,GEOGRAPHIC NAMES,Jenifer Thomas,Cheryl Williams,Andy Srinivasan,North Carolina,Georgia,North Carolina
5332,2007-11-13,Final Jeopardy!,THE MOVIES,Jeff Spoeri,Celeste DiNucci,Christian Haines,Florida,Pennsylvania,Virginia
6230,2011-10-21,Final Jeopardy!,CHILDREN'S LITERATURE,Balaji Narain,Heather Anstaett,Jay Peterson,Georgia,Florida,New Jersey
5760,2009-10-02,Final Jeopardy!,EMMY WINNERS,Lynn Swanbom,Josh Forsythe,Jenifer Thomas,Washington,Minnesota,North Carolina
4695,2005-01-21,Final Jeopardy!,FICTIONAL CHILDREN,Matt Weedman,Ted Stratton,Jen Noon,Tennessee,Ohio,Massachusetts
4586,2004-07-12,Final Jeopardy!,NAMES IN THE BIBLE,Jennifer Lajewski,Rich Carroll,Ken Jennings,Illinois,Colorado,Utah
4798,2005-06-15,Final Jeopardy!,20th CENTURY ATHLETES,John Smith,Missy Carlson,Ben Nuckols,California,Illinois,Maryland
3749,2000-12-14,Final Jeopardy!,BIOGRAPHIES,Bret Jensen,Leslie Sweeney,John Draz,Washington,Pennsylvania,Illinois
3251,1998-10-26,Final Jeopardy!,ARCHAEOLOGY,Cres Heasley,Juliet Wiley,Jamie Phillippe,Virginia,Texas,Louisiana
3780,2001-01-26,Final Jeopardy!,POTENT POTABLES,Lawrence Hidaka,Aaron Kilmer,Ron Shinkman,Nevada,California,California
4618,2004-10-06,Final Jeopardy!,2004,Bill Carter,Kathryn Dorminey,Ken Jennings,New York,Virginia,Utah
5181,2007-03-05,Final Jeopardy!,STATE CAPITALS,Eileen Loechel,David Wlody,Margaret Tennison,Illinois,New York,Virginia
5014,2006-06-01,Final Jeopardy!,PLAYWRIGHTS,Jonathan Spencer,Kathy Daum,Nathan Meyers,California,Alabama,Massachusetts
4348,2003-06-25,Final Jeopardy!,TELEVISION,Rene Bender,Seth Alcorn,Jay Marks,California,California,Arkansas
2835,1996-12-20,Final Jeopardy!,REPUBLICANS,Tom Meenan,Marina Matuzek,Lucy Shigemitsu,Virginia,Massachusetts,Japan
4849,2005-10-13,Final Jeopardy!,HOBBIES,Mitchell Vogel,Hope Landsem,Joseph Henares,Wisconsin,Oregon,Connecticut
3804,2001-03-01,Final Jeopardy!,RECENT INNOVATIONS,Dave Stewart,Correne Boucher,Stephen Mitchell,Florida,Connecticut,California
4530,2004-04-23,Final Jeopardy!,CLASSICAL COMPOSERS,Marc Anderson,Liz Lynch,Tom Baker,California,Virginia,Japan
5132,2006-12-26,Final Jeopardy!,THE STOCK MARKET,Jocelyn Beer,Robert Alden,Glenn Woertz,"Washington, D.C.",Iowa,New Jersey
4726,2005-03-07,Final Jeopardy!,SPORTS PHRASE ORIGINS,Barbara-Anne Eddy,Ryan Holznagel,John Kelly,Canada,Oregon,Texas
6196,2011-07-18,Final Jeopardy!,WORLD GEOGRAPHY,Jerry Hou,Karawan Meade,Mark Runsvold,New York,Massachusetts,Idaho
4642,2004-11-09,Final Jeopardy!,THEATRICAL PREMIERES,Dave Oosterhuis,Jeff Hoppes,Ken Jennings,Minnesota,California,Utah
4988,2006-04-26,Final Jeopardy!,LITERARY OBJECTS,Michael Lapthorn,Margaret Holz,Gigi Gilman,New York,West Virginia,Washington
5862,2010-02-23,Final Jeopardy!,MONARCHS,Stewart Yeargin,Tom Toce,Ginny Bartlett,South Carolina,New York,Maine
1191,1989-11-06,Final Jeopardy!,U.S. STATES,Peggi Malys,Jim Tompkins-MacLaine,Mark McDermott,Florida,Ohio,Iowa
3596,2000-04-03,Final Jeopardy!,TECHNOLOGY,Bob Lahr,Brian Goss,Alissa Morel,Minnesota,New Jersey,New York
3854,2001-05-10,Final Jeopardy!,POLITICAL PARTIES,Colleen Mahoney,Graham Gilmer,Andy Siegler,Connecticut,Virginia,New Jersey
2124,1993-11-25,Final Jeopardy!,20th CENTURY LEADERS,Tom Nosek,Bev Schwartzberg,Marilyn Kneeland,California,Massachusetts,California
3519,1999-12-16,Final Jeopardy!,CONTROVERSIAL FOOD & DRINK,Ryan Rupe,Leslie Glover,Darlene Lieblich,Texas,Georgia,California
3621,2000-05-08,Final Jeopardy!,U.S. STATES,Melissa Sexstone,Mike Blumenfeld,Jeremy Bate,New York,Minnesota,California
5110,2006-11-24,Final Jeopardy!,WORD ORIGINS,Teresa Cahalan,Jacob Cytryn,Jeff Spoeri,"Washington, D.C.",New York,Florida
3193,1998-06-17,Final Jeopardy!,TELEVISION PERSONALITIES,Faith Kirkham Hawkins,Bruce Carmen,Dave Abbott,Georgia,Illinois,Ohio
5591,2008-12-22,Final Jeopardy!,ALMA MATERS,Kristin Schleicher,Jim Stevens,Milt Hathaway,Massachusetts,Ohio,Rhode Island
1429,1990-11-15,Final Jeopardy!,SPACE EXPLORATION,Bob Blake,Larry McKnight,Steve Berman,British Columbia,California,New Jersey
3402,1999-05-25,Final Jeopardy!,ROMAN EMPERORS,Elena McFann,Andy Miller,Michael Rooney,California,Israel,California
5342,2007-11-27,Final Jeopardy!,CURRENT AMERICAN BUSINESS,Andy Anderson,Heather Fach,Lisa Klink,Virginia,Tennessee,California
1103,1989-05-24,Final Jeopardy!,WORLD CITIES,Judi Birnberg,Otis Maxwell,Rich Lerner,California,Texas,Maryland
5757,2009-09-29,Final Jeopardy!,MUSIC HALLS OF FAME,Jessica Hawks,Gregg Bingham,Andy Srinivasan,Maryland,Kentucky,North Carolina
5758,2009-09-30,Final Jeopardy!,HISTORIC HEADLINES,Stan Chiueh,Jose Treviño,Andy Srinivasan,Texas,Virginia,North Carolina
5435,2008-04-04,Final Jeopardy!,SHOW BUSINESS,Jacob Gold,Mary McGhee,Rich House,Illinois,Washington,Indiana
3846,2001-04-30,Final Jeopardy!,HISTORIC QUOTATIONS,Alexis Stephens,Paige Feldman,Caley Anderson,Pennsylvania,Missouri,California
4628,2004-10-20,Final Jeopardy!,BIBLICAL WEIGHTS AND MEASURES,Tamika Turner,Grace Thomas,Josh Klein,Ohio,North Carolina,Pennsylvania
4511,2004-03-29,Final Jeopardy!,U.S. GOVERNMENT,Avi Schwartz,Suzan Hyssen,Valerie Takacs,Georgia,Michigan,Ohio
4084,2002-05-09,Final Jeopardy!,PULITZER PRIZE-WINNING BOOKS,India Cooper,Leslie Frates,Brad Rutter,New York,California,Pennsylvania
2832,1996-12-17,Final Jeopardy!,ASIA,Melissa Littman,Peter Nielsen,Gene Ballesty,Ohio,Texas,New York
3731,2000-11-20,Final Jeopardy!,BRITAIN'S NATIONAL PORTRAIT GALLERY,Carl Gilbertsen,Pam Mueller,Jonah Knobler,Illinois,Illinois,Ohio
5788,2009-11-11,Final Jeopardy!,THE WORLD AFTER WWII,Rachel Rothenberg,Gabe Orlet,Lindsay Oxx,Pennsylvania,Illinois,Massachusetts
5327,2007-11-06,Final Jeopardy!,HISTORIC NAMES,Craig Westphal,Nick Swezey,Celeste DiNucci,Arizona,"Washington, D.C.",Pennsylvania
3340,1999-02-26,Final Jeopardy!,THE TITANIC,Nate Budde,Kitty Roberts,Jeff Cary,Washington,South Carolina,Kansas
5408,2008-02-27,Final Jeopardy!,WORD ORIGINS,Jason Dizon,Carolyn Sosnowski,Maria Campbell,New York,Virginia,California
2685,1996-04-12,Final Jeopardy!,ARTISTS,Bruce Clark,Joe McNamara,Michael Dupee,New Mexico,Pennsylvania,Ohio
2886,1997-03-03,Final Jeopardy!,SCOTTISH INVENTORS,Jim Diggins,Steven Lane,Greg Mayer,Ohio,Virginia,Wisconsin
4239,2003-01-23,Final Jeopardy!,HISTORIC NAMES,Eric Tengler,Jen Bradbury,Todd Simkin,Illinois,Washington,Pennsylvania
3272,1998-11-24,Final Jeopardy!,1998 DISCOVERIES,Ross Lambersky,Anne Robinson,Adriana Bate,New Jersey,New York,Louisiana
5468,2008-05-21,Final Jeopardy!,WORLD HISTORY,Brandon LaMarr,Ruth Doucette,Larissa Kelly,Colorado,Massachusetts,California
5200,2007-03-30,Final Jeopardy!,'60s OSCAR-WINNING FILMS,Bill Gabbard,Ross Brown,Steven Price,Maryland,"Washington, D.C.",Pennsylvania
6260,2011-12-02,Final Jeopardy!,WORD ORIGINS,Suzanne Judson-Whitehouse,Bhibha Das,Jan Zasowski,Massachusetts,Illinois,Illinois
3969,2001-11-29,Final Jeopardy!,ARTISTS,Adam Lipsius,Frank Stasio,Susan Rathke,New York,New York,Wisconsin
1908,1992-12-16,Final Jeopardy!,U.S. LAKES,Harry Koga,Carroll Savage,Sheryl Stein,California,California,Virginia
5946,2010-06-21,Final Jeopardy!,AFTER THE PRESIDENCY,Terrill Wilkins,Eric Rau,Paul Kursky,South Carolina,Arizona,California
3660,2000-06-30,Final Jeopardy!,MOVIE DIRECTORS,Brian Lohmann,Jeeks Rajagopal,Bill McCormick,California,Nevada,California
5346,2007-12-03,Final Jeopardy!,AUTHORS,Brian Baggett,Heather Mathewson Rainville,Lisa Klink,California,North Carolina,California
5001,2006-05-15,Final Jeopardy!,MYTHOLOGY,Bob Mesko,Aaron Thompson,Vik Vaz,Colorado,"Washington, D.C.",Texas
1526,1991-04-01,Final Jeopardy!,NATIONAL ANTHEMS,Eric Miller,Ann Catlin,Dan Avila,Maryland,New Jersey,California
5051,2006-07-24,Final Jeopardy!,OSCAR-NOMINATED MOVIES,Margaret J. McCarthy,Erika Austin,Celeste DiNucci,Massachusetts,Virginia,Pennsylvania
3103,1998-02-11,Final Jeopardy!,THE ACADEMY AWARDS,Sahir Islam,Kim Worth,Grace Veach,New York,California,Illinois
4344,2003-06-19,Final Jeopardy!,FRUIT,Spencer Willis,Arline West,John Beck,California,Hawaii,California
6161,2011-05-30,Final Jeopardy!,SCIENCE TERMS,Matt Larson,Roberta Candalino,Monica Iyer,Colorado,Texas,New York
5816,2009-12-21,Final Jeopardy!,20th CENTURY WEDDINGS,Mallory Ortberg,Tom Cohen,Ryan Chaffee,California,New York,California
1210,1989-12-01,Final Jeopardy!,LANGUAGES,Sam Longoria,Candy Martinez,Jeff Slike,Washington,California,Pennsylvania
4732,2005-03-15,Final Jeopardy!,ARTISTIC MASTERPIECES,Doug Lach,Leah Greenwald,Matt Morris,Ohio,Massachusetts,Kentucky
3736,2000-11-27,Final Jeopardy!,WORD ORIGINS,Scott Reed,Jackie Kaufman,Matt Myers,California,Illinois,Maryland
3018,1997-10-15,Final Jeopardy!,20th CENTURY NOVELISTS,Trish Thompson,Ted Kreps,Peter Scott,Georgia,California,"Washington, D.C."
3285,1998-12-11,Final Jeopardy!,FAMOUS WOMEN,Lucia Flevares,Bruce Monroe,Linda Bird,Illinois,Illinois,Michigan
5513,2008-07-23,Final Jeopardy!,CIVIL WAR HISTORY,Gabriel Lyon,Cheryl Grothaus,Mark Wales,Wisconsin,New York,New York
4155,2002-09-27,Final Jeopardy!,THE EAST COAST,Tim Mhyre,Ted Barry,Brandon Sawyer,New York,Pennsylvania,California
5768,2009-10-14,Final Jeopardy!,POETS,Joey Johnson,Carin House,Terry Linwood,Georgia,Illinois,Texas
3504,1999-11-25,Final Jeopardy!,U.S. STATES,Ryan Gravilla,Maureen Yeager,Karen Golojuch,Michigan,New York,Virginia
5174,2007-02-22,Final Jeopardy!,THE ACADEMY AWARDS,Sri Narayanan,Ursula Ellis,Ted Dudley,Ohio,Oklahoma,Vermont
5841,2010-01-25,Final Jeopardy!,SPORTS CITIES,Diane Haltigan,Andrew Fechner,Gila Stadler,Virginia,New Jersey,New York
2960,1997-06-13,Final Jeopardy!,SPACE EXPLORATION,Mark Hein,Evan Fletcher,Arthur Phillips,California,California,Massachusetts
6192,2011-07-12,Final Jeopardy!,COMIC BOOK HISTORY,Judy Neuwirth,Ian Leggin,Damian Yu,Florida,Wisconsin,Canada
5792,2009-11-17,Final Jeopardy!,MOVIES & DANCE,Magdalen Powers,Røb Severson,Chris Rodrigues,Oregon,Missouri,Massachusetts
4496,2004-03-08,Final Jeopardy!,BODIES OF WATER,Mike Weaver,Laura Simandl,Beth Graham,Illinois,New York,Texas
2969,1997-06-26,Final Jeopardy!,POETS,Jim Cordi,Kevin McDermott,Ellen Kolb,California,California,New Hampshire
5822,2009-12-29,Final Jeopardy!,AMERICAN MUSIC,Breanne Reinhard Smith,Chris Gleason,Stephen Weingarten,Illinois,California,Oregon
731,1987-11-09,Final Jeopardy!,FAMOUS WOMEN,Eric Berman,John Podhoretz,Dave Traini,Indiana,"Washington, D.C.",New Jersey
5628,2009-02-11,Final Jeopardy!,1950s LITERATURE,Jennifer Seiger,Deepak Tamasker,Richard Wiggs,North Carolina,Ohio,Tennessee
5770,2009-10-16,Final Jeopardy!,SCIENTIFIC FIRSTS,Evelyn Beddow,Kevin Wilson,Terry Linwood,Florida,Canada,Texas
3779,2001-01-25,Final Jeopardy!,SCIENTISTS,Jeremy Ochsenbein,Ron Shinkman,Jim Britton,California,California,Montana
5777,2009-10-27,Final Jeopardy!,LANDMARKS,Imran Arif Maskatia,Jamison Hedin,Christine Valada,California,Massachusetts,New York
5763,2009-10-07,Final Jeopardy!,AMERICAN HISTORY,Kim Taylor,Noam Osband,Nirav Shah,Virginia,Pennsylvania,New York
423,1986-04-23,Final Jeopardy!,THE OSCARS,Lois Rothman,Pam Wells,Randy Amasia,Florida,Michigan,California
3227,1998-09-22,Final Jeopardy!,20th CENTURY WORDS,Dave Lasher,Mary Flaherty,Lance Johnson,New York,Massachusetts,Illinois
4866,2005-11-07,Final Jeopardy!,NOTABLE NAMES,Antonia Wang,Beth Cimini,Christopher Chilton,Indiana,Massachusetts,North Carolina
5280,2007-07-20,Final Jeopardy!,17th CENTURY PEOPLE,Rachel Gottesman,Jeffrey Baer,Lisa Ackerman,New York,Canada,California
2853,1997-01-15,Final Jeopardy!,FAMOUS NAMES,Julie Johnson,Doug Fitch,Paul Gutowski,Kansas,Florida,Illinois
5581,2008-12-08,Final Jeopardy!,ACTOR-DIRECTORS,Kathy Sahlmann,Geoff Moore,Ben Bishop,Pennsylvania,California,Washington
3863,2001-05-23,Final Jeopardy!,WORLD GEOGRAPHY,Ken Beckrich,Rebecca Gold,Chris Dougherty,Michigan,New York,Washington
3520,1999-12-17,Final Jeopardy!,NAME'S THE SAME,Roy Flynn,Maureen Madison,John Trzaska,Ohio,"Washington, D.C.",Illinois
5052,2006-07-25,Final Jeopardy!,POLITICAL IDIOMS,Debra Mack,Brent Tabacchi,Celeste DiNucci,Illinois,Illinois,Pennsylvania
3734,2000-11-23,Final Jeopardy!,STATE CAPITALS,Sabin Speiser,Michelle Bowen-Ziecheck,Bob Ryan,California,Maryland,Washington
4974,2006-04-06,Final Jeopardy!,BUSINESS & INDUSTRY,Peggy Till,Stacy McKnight,Michael Falk,Texas,Virginia,Wisconsin
4952,2006-03-07,Final Jeopardy!,GEOGRAPHIC NICKNAMES,Michael Smith,Alicia Aho,Bruce Brown,Canada,Washington,Ohio
4844,2005-10-06,Final Jeopardy!,PUBLICATIONS,Brendan Beier,Helen Kaluzny,Jason Richards,New York,Canada,Maine
3175,1998-05-22,Final Jeopardy!,SONGWRITERS,Denise Williamson,Steve Wright,Louis Cohen,England,Georgia,Connecticut
4612,2004-09-28,Final Jeopardy!,POETS,Chris Miller,Anne Boyd,Tom Walsh,Kentucky,California,"Washington, D.C."
5253,2007-06-13,Final Jeopardy!,AFRICA,Jared Cohen,Amber Hodges,Susan Mitchell,Pennsylvania,Virginia,Texas
5601,2009-01-05,Final Jeopardy!,CHARACTERS IN NOVELS,Andrew Kasson,Victoria Harkavy,Michael Portnoy,New Jersey,Maryland,Florida
5729,2009-07-02,Final Jeopardy!,U.S. TRANSPORTATION HISTORY,Nelson Jesudas,Shima Majidi,Nina Ginocchio,Arizona,New York,Illinois
5986,2010-09-27,Final Jeopardy!,NATIONAL HISTORIC SITES,Robert Villarreal,Beth Eckerd,Kara Spak,Ohio,California,Illinois
3322,1999-02-02,Final Jeopardy!,PRESIDENTIAL FIRSTS,Matt Smith,Cheryl Weiss,David Tate,Illinois,Florida,Virginia
3109,1998-02-19,Final Jeopardy!,1990s TRENDS,Gary Frank,Mona Hall,J.J. Todor,Connecticut,Germany,Ohio
5660,2009-03-27,Final Jeopardy!,19th CENTURY CONSTRUCTION,Meg Slachetka,Peter Bonilla,Fred Beukema,New Jersey,Pennsylvania,Minnesota
10,1984-09-21,Final Jeopardy!,U.S. PRESIDENTS,Clare Delaman,Eric Grove,Lynn Strather,California,California,Pennsylvania
6070,2011-01-21,Final Jeopardy!,MOVIE SEQUELS,Amanda Sonmor,Sandy Hollimon,Scott Harris,Colorado,California,Nevada
5815,2009-12-18,Final Jeopardy!,HEALTH & FITNESS,Bobbie Fulton,Ryan Chaffee,Jennifer Montgomery,Connecticut,California,California
3154,1998-04-23,Final Jeopardy!,ENTERTAINERS,Jim Wrightson,Mary Ryan,Nina Mulligan,California,Washington,Massachusetts
4390,2003-10-10,Final Jeopardy!,PEOPLE IN HISTORY,Melanie Cruanes,Steve Altes,Sean Ryan,Arkansas,California,Pennsylvania
4583,2004-07-07,Final Jeopardy!,WRITERS,Vanessa Osborne,Michael Vance,Ken Jennings,California,Indiana,Utah
3267,1998-11-17,Final Jeopardy!,SPORTS & RECREATION,Sascha Dublin,David Javerbaum,Amy Wilson,Washington,New Jersey,Maryland
4925,2006-01-27,Final Jeopardy!,WORLD CAPITALS,Paul Canty,Candy Murphy,Miranda Schwartz,Massachusetts,Virginia,New York
3723,2000-11-08,Final Jeopardy!,PRO BASKETBALL,Lisa Thimjon,Dave Sabath,Suzanne Rivoire,South Dakota,Illinois,Texas
6025,2010-11-19,Final Jeopardy!,OUR LIVING PLANET,Sam Spaulding,Hans von Walter,Erin McLean,North Carolina,Florida,Massachusetts
3582,2000-03-14,Final Jeopardy!,ORGANIZATIONS,Amy Wang,Mike Zarren,Robin Carroll,Oregon,Illinois,Georgia
3009,1997-10-02,Final Jeopardy!,WORLD GEOGRAPHY,Ronda Barker,Chad Pridgen,Jason Russell,Illinois,California,Tennessee
980,1988-12-02,Final Jeopardy!,MONARCHS,Steve Burns,Donna Levin,Jack Lechner,California,Illinois,Virginia
5906,2010-04-26,Final Jeopardy!,U.S. PRESIDENTS,Randall Johnson,Gabe Hernandez,Kathy Kenny,Washington,California,New Jersey
4588,2004-07-14,Final Jeopardy!,HISTORIC AMERICANS,Darcy Smith,Greg Narver,Ken Jennings,New York,Washington,Utah
5389,2008-01-31,Final Jeopardy!,WORLD CAPITALS,Stephen Fineman,Chris Dixon,Melissa Prusi,New Jersey,Florida,Michigan
3665,2000-07-07,Final Jeopardy!,CURRENT TELEVISION,Mary Albanese,Marc Singer,Doug Lach,Florida,North Carolina,Ohio
3170,1998-05-15,Final Jeopardy!,POWER PEOPLE,Andrew Hutchings,Shane Underwood,Alex Weathers,Arizona,Alabama,South Carolina
5071,2006-10-02,Final Jeopardy!,RECENT EVENTS,Emily Love,Tommy Hoyt,Dianisbeth Acquie,Kansas,Illinois,New York
4880,2005-11-25,Final Jeopardy!,COMPANY ORIGINS,Pat Godwin,Robert J. Lee,Bill MacDonald,South Carolina,Washington,Florida
4981,2006-04-17,Final Jeopardy!,LEADING MEN,Holly Owens,Bob Mesko,Brian Lamb,Oklahoma,Colorado,California
2849,1997-01-09,Final Jeopardy!,CANADIAN PROVINCES,Alan Kwaselow,Kathy Eckenroth,Kim Mihalick,Michigan,Pennsylvania,Indiana
3118,1998-03-04,Final Jeopardy!,SCIENTIFIC DISCOVERIES,Ben Wiener,Karen Sapp,Cliff Karp,Canada,Missouri,New York
2683,1996-04-10,Final Jeopardy!,SAINTS,Ann Taliaferro Curtaz,Michael Dupee,Ron Jin,California,Ohio,California
3647,2000-06-13,Final Jeopardy!,FAMOUS SCIENTISTS,Kari Elias,Steven Silver,Jason Parker,New York,Illinois,Florida
5551,2008-10-27,Final Jeopardy!,INTERNATIONAL MOTORING,Randy Gold,Debra Johnson,Mathew Safer,California,Texas,New Jersey
5954,2010-07-01,Final Jeopardy!,MONARCHS,Dave Edwards,Kristina Glithero,Steven Milton,California,Indiana,California
369,1986-02-06,Final Jeopardy!,PRESIDENTS,Buff McKinley,George Strine,Paul Rouffa,California,Ohio,Illinois
5872,2010-03-09,Final Jeopardy!,THE INTERNET,Shelby Sadler,Becki Norris,Vijay Balse,Maryland,Massachusetts,India
3338,1999-02-24,Final Jeopardy!,LANDMARKS,Oliver Longwell,Joan Williams,Brian Dunlap,New York,Illinois,California
5810,2009-12-11,Final Jeopardy!,OPEC,Jason James,Siobhan McKenney,Leigh Rosenecker,Virginia,Texas,West Virginia
5874,2010-03-11,Final Jeopardy!,THE NUCLEAR AGE,Ryan Stander,Leslie Sommer,Cyd Musni,Missouri,California,Florida
4650,2004-11-19,Final Jeopardy!,FAMOUS WOMEN,Lindsey Hargrove,Kelley Burd,Kermin Fleming,Texas,West Virginia,Kentucky
3893,2001-07-04,Final Jeopardy!,AMERICAN PLAYWRIGHTS,Raymon Colbert,Ellen Carson,Sharon Rozines,California,New York,Massachusetts
3475,1999-10-15,Final Jeopardy!,NATIONAL HEROES,Jeff Hendrick,Melanie Smith,David Waters,California,California,Oregon
5038,2006-07-05,Final Jeopardy!,WESTERN HEMISPHERE GEOGRAPHY,Vanessa Meikle,Seth Supcoff,Michelle Bondurant,Texas,New Mexico,North Carolina
4609,2004-09-23,Final Jeopardy!,20th CENTURY SHIPS,Russ Schumacher,Tom Baker,Chris Miller,Colorado,Japan,Kentucky
3288,1998-12-16,Final Jeopardy!,THEATRICAL TERMS,Matt Bozulich,Kristan Strietzel-Duga,James Arey,Oregon,Michigan,Louisiana
4929,2006-02-02,Final Jeopardy!,CHARACTERS IN 18th CENTURY PLAYS,Tawney Pearson,Joanna Stromberg,Eleanor Ainslie,Illinois,Maryland,Pennsylvania
5308,2007-10-10,Final Jeopardy!,SCIENTIFIC NAMES,Nicole Yoon,Justin Otor,Braden Corkum,New Jersey,Texas,Florida
2126,1993-11-29,Final Jeopardy!,PRESIDENTS,Steve Rogitz,Roy Holliday,Leslie Frates,California,New York,California
3709,2000-10-19,Final Jeopardy!,INVENTORS,Mark Olivier,Amy Sobota,Chris Dawson,California,Wisconsin,California
6140,2011-04-29,Final Jeopardy!,AMERICAN ARTISTS,Ian Pickus,Grant Wing,Joe McKee,New York,British Columbia,Illinois
6127,2011-04-12,Final Jeopardy!,BASEBALL & THE PRESIDENCY,Daniel Cohen,Stephanie Munroe,Tim Kresowik,New York,Massachusetts,Iowa
6040,2010-12-10,Final Jeopardy!,MOVIES & LANGUAGE,Eugene Henderson,Sandra McClellan,Liz Maziarz,California,Texas,Washington
5949,2010-06-24,Final Jeopardy!,NATIONAL PARKS,Grant Colvin,Janet Bradlow,Joey Genereux,Maryland,New York,California
3245,1998-10-16,Final Jeopardy!,TELEVISION,Tim DeLamatre,Tammy Talpas,Diane Green,California,Texas,Washington
3686,2000-09-18,Final Jeopardy!,THE MOVIES,Peter Dunne,Tom Sims,Michelle Clum,New York,Florida,Kansas
3220,1998-09-11,Final Jeopardy!,MUSICAL THEATER,Julie Schmitt,Marc Slutzky,Megan Clouser,Texas,Illinois,Florida
2874,1997-02-13,Final Jeopardy!,NOVELS,Akiva Fox,Josh Den Hartog,Justin Powell,Massachusetts,Iowa,South Carolina
5257,2007-06-19,Final Jeopardy!,HISTORIC NAMES,Jesse Berry,Susan Otto,Kai-Ning Jan,Arkansas,Wisconsin,California
4900,2005-12-23,Final Jeopardy!,SHAKESPEAREANA,Peter Rubin,Barbara Noyes,Jeff Lawrence,New York,New York,Nevada
3740,2000-12-01,Final Jeopardy!,SCIENCE,Doug Parker,Britt Galipault,Pat Grady,"Washington, D.C.",Florida,Illinois
4622,2004-10-12,Final Jeopardy!,WESTERN HEMISPHERE GEOGRAPHY,Marcy Palino,Matt Kleinmaier,Ken Jennings,West Virginia,Illinois,Utah
4465,2004-01-23,Final Jeopardy!,LITERARY FEMALES,Dave Meehan,Joy Forrester,Margaret Meehan,Pennsylvania,Ohio,New Jersey
2968,1997-06-25,Final Jeopardy!,SOUTHERN CITIES,Andrew Lueder,Ellen Kolb,Cris Molles,California,New Hampshire,California
4815,2005-07-08,Final Jeopardy!,OLYMPIC ATHLETES,Matt Barakat,Kate Morrical,David Madden,Virginia,Maryland,New Jersey
6069,2011-01-20,Final Jeopardy!,WORLD LEADERS,Scott Harris,Julie Wolfson,Jeff Gorham,Nevada,Colorado,Virginia
5150,2007-01-19,Final Jeopardy!,WORD ORIGINS,Jeremy Walker,Jason Aucker,Linda Schildkraut,Tennessee,Pennsylvania,New York
3774,2001-01-18,Final Jeopardy!,FAMOUS AMERICANS,Tom Hoover,Gina Morse,Vaughan Williams,Minnesota,New York,Virginia
13,1984-09-26,Final Jeopardy!,THE SOLAR SYSTEM,Ben Camack,Deborah Kelly,Ed Osawa,Texas,Maryland,California
3540,2000-01-14,Final Jeopardy!,HIGHWAYS & BYWAYS,Dawn Alexander,Lewis Targownik,Frank Butterworth,Virginia,Manitoba,Massachusetts
4810,2005-07-01,Final Jeopardy!,U.S. SENATE HISTORY,Mark Eckenwiler,Julie Baker,Chad Morgan,Oklahoma,Kentucky,California
3775,2001-01-19,Final Jeopardy!,BALLET,Ryan Kelley,Courtney Tullar,Gina Morse,New Hampshire,Pennsylvania,New York
1795,1992-05-22,Final Jeopardy!,COMPOSERS,Julie Nahmais,Daniel Swartz,Jerome Vered,New York,Wisconsin,California
3714,2000-10-26,Final Jeopardy!,'90s NONFICTION,David Franklin,Sharon O'Quinn,Ken Boulton,New York,Maine,California
3083,1998-01-14,Final Jeopardy!,WORLD LEADERS,Marcia Noe,Tom Barrett,Chris Marker,Tennessee,Maryland,Connecticut
5817,2009-12-22,Final Jeopardy!,FLAGS,Dan Troha,Allison Brown,Ryan Chaffee,Ohio,Kentucky,California
